OTU ID	A01-nonchimeras.blast	A02-nonchimeras.blast	A03-nonchimeras.blast	A04-nonchimeras.blast	A05-nonchimeras.blast	A06-nonchimeras.blast	A07-nonchimeras.blast	A08-nonchimeras.blast	A09-nonchimeras.blast	A10-nonchimeras.blast	A12-nonchimeras.blast	B01-nonchimeras.blast	B02-nonchimeras.blast	B03-nonchimeras.blast	B04-nonchimeras.blast	B05-nonchimeras.blast	B06-nonchimeras.blast	B07-nonchimeras.blast	B08-nonchimeras.blast	B09-nonchimeras.blast	B10-nonchimeras.blast	B12-nonchimeras.blast	C01-nonchimeras.blast	C02-nonchimeras.blast	C03-nonchimeras.blast	C04-nonchimeras.blast	C05-nonchimeras.blast	C06-nonchimeras.blast	C07-nonchimeras.blast	C08-nonchimeras.blast	C09-nonchimeras.blast	C10-nonchimeras.blast	C12-nonchimeras.blast	D01-nonchimeras.blast	D02-nonchimeras.blast	D03-nonchimeras.blast	D04-nonchimeras.blast	D05-nonchimeras.blast	D06-nonchimeras.blast	D07-nonchimeras.blast	D08-nonchimeras.blast	D09-nonchimeras.blast	D10-nonchimeras.blast	D12-nonchimeras.blast	E01-nonchimeras.blast	E02-nonchimeras.blast	E03-nonchimeras.blast	E04-nonchimeras.blast	E05-nonchimeras.blast	E06-nonchimeras.blast	E07-nonchimeras.blast	E08-nonchimeras.blast	E09-nonchimeras.blast	E10-nonchimeras.blast	E11-nonchimeras.blast	E12-nonchimeras.blast	F01-nonchimeras.blast	F02-nonchimeras.blast	F03-nonchimeras.blast	F04-nonchimeras.blast	F05-nonchimeras.blast	F06-nonchimeras.blast	F07-nonchimeras.blast	F08-nonchimeras.blast	F09-nonchimeras.blast	F10-nonchimeras.blast	F11-nonchimeras.blast	F12-nonchimeras.blast	G01-nonchimeras.blast	G02-nonchimeras.blast	G03-nonchimeras.blast	G04-nonchimeras.blast	G05-nonchimeras.blast	G06-nonchimeras.blast	G07-nonchimeras.blast	G08-nonchimeras.blast	G09-nonchimeras.blast	G11-nonchimeras.blast	H01-nonchimeras.blast	H02-nonchimeras.blast	H03-nonchimeras.blast	H04-nonchimeras.blast	H05-nonchimeras.blast	H06-nonchimeras.blast	H07-nonchimeras.blast	H08-nonchimeras.blast	H09-nonchimeras.blast	H11-nonchimeras.blast	taxomomy
Umbra pygmaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	860.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Umbridae', 'g__Umbra', 's__Umbra_pygmaea']
Anguilla anguilla	0.0	4278.0	4779.0	1372.0	1548.0	0.0	0.0	324.0	1549.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1038.0	0.0	0.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	2094.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3801.0	0.0	0.0	0.0	0.0	0.0	1046.0	19114.0	0.0	0.0	0.0	0.0	0.0	0.0	5568.0	3.0	0.0	0.0	0.0	1319.0	0.0	1704.0	0.0	0.0	925.0	0.0	0.0	0.0	1315.0	0.0	0.0	0.0	0.0	0.0	2388.0	430.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Anguilliformes', 'f__Anguillidae', 'g__Anguilla', 's__Anguilla_anguilla']
Cyprinus carpio	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16713.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4030.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1740.0	0.0	7.0	7059.0	442.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	9349.0	17813.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Cyprinus', 's__Cyprinus_carpio']
Esox lucius	0.0	0.0	0.0	303.0	56.0	0.0	0.0	1605.0	1534.0	0.0	0.0	0.0	1940.0	0.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	60.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	58.0	165.0	16.0	0.0	144.0	0.0	0.0	9.0	921.0	0.0	0.0	0.0	4.0	4784.0	0.0	89.0	0.0	0.0	33.0	86.0	0.0	5979.0	0.0	10.0	2467.0	6859.0	0.0	84.0	0.0	0.0	5379.0	0.0	0.0	0.0	0.0	511.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3790.0	3.0	4642.0	0.0	0.0	1407.0	0.0	0.0	0.0	0.0	2076.0	427.0	9733.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Esocidae', 'g__Esox', 's__Esox_lucius']
Salmo salar	19.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.0	0.0	0.0	866.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	638.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo', 's__Salmo_salar']
Salmo trutta	1481.0	756.0	0.0	2955.0	349.0	0.0	1096.0	276.0	3513.0	27.0	0.0	563.0	0.0	2150.0	0.0	0.0	0.0	94.0	0.0	339.0	9.0	0.0	140.0	0.0	1819.0	0.0	0.0	0.0	0.0	3059.0	0.0	2256.0	7.0	2868.0	3.0	0.0	0.0	0.0	4111.0	0.0	0.0	0.0	56.0	3744.0	0.0	0.0	4118.0	0.0	0.0	0.0	1524.0	58.0	0.0	3276.0	6.0	2566.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	2846.0	54.0	611.0	10.0	0.0	0.0	140.0	814.0	0.0	6756.0	317.0	2887.0	1068.0	3.0	1919.0	3270.0	0.0	320.0	0.0	0.0	3552.0	0.0	618.0	0.0	1653.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo', 's__Salmo_trutta']
Salvelinus alpinus	0.0	212.0	0.0	0.0	0.0	0.0	12.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salvelinus', 's__Salvelinus_alpinus']
Perca fluviatilis	25700.0	0.0	5169.0	5407.0	7938.0	3064.0	6316.0	6698.0	13293.0	0.0	0.0	4.0	5487.0	0.0	13720.0	11130.0	1963.0	0.0	867.0	1015.0	1466.0	0.0	9079.0	4362.0	17145.0	11691.0	20703.0	2400.0	9567.0	8449.0	21686.0	6754.0	4792.0	3248.0	2302.0	3150.0	18683.0	10615.0	7564.0	6.0	6.0	0.0	2073.0	0.0	10488.0	22317.0	4878.0	5620.0	7247.0	6605.0	1027.0	7425.0	26592.0	9969.0	10.0	3782.0	0.0	14132.0	10269.0	11.0	23364.0	3446.0	5434.0	3953.0	4.0	12066.0	2197.0	0.0	20083.0	10492.0	26761.0	15391.0	21754.0	9469.0	5120.0	12861.0	17.0	0.0	3698.0	4423.0	15563.0	6.0	5805.0	102.0	33176.0	10376.0	3839.0	3521.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Perca', 's__Perca_fluviatilis']
Platichthys flesus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Pleuronectiformes', 'f__Pleuronectidae', 'g__Platichthys', 's__Platichthys_flesus']
Squalius cephalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3898.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2046.0	400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2920.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Squalius', 's__Squalius_cephalus']
Coregonus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Coregonus']
Ameiurus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3879.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6363.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Siluriformes', 'f__Ictaluridae', 'g__Ameiurus']
Salmo	272.0	24.0	0.0	2098.0	89.0	0.0	226.0	19.0	321.0	94.0	0.0	38.0	1057.0	329.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	11.0	0.0	646.0	0.0	0.0	0.0	0.0	176.0	0.0	620.0	0.0	1963.0	0.0	0.0	0.0	0.0	696.0	0.0	0.0	0.0	417.0	427.0	0.0	0.0	634.0	0.0	0.0	0.0	364.0	29.0	0.0	207.0	0.0	894.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	182.0	8.0	149.0	0.0	0.0	0.0	0.0	234.0	0.0	482.0	68.0	682.0	189.0	0.0	393.0	659.0	0.0	27.0	0.0	0.0	1477.0	0.0	0.0	0.0	730.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo']
Salvelinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salvelinus']
Leuciscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus']
Salmoninae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae']
Percinae	2006.0	0.0	466.0	104.0	42.0	0.0	737.0	69.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	34.0	0.0	0.0	45.0	22.0	0.0	37.0	65.0	165.0	557.0	168.0	74.0	57.0	34.0	616.0	149.0	401.0	116.0	55.0	13.0	4.0	197.0	176.0	0.0	0.0	0.0	0.0	0.0	151.0	328.0	263.0	267.0	99.0	0.0	0.0	28.0	100.0	161.0	0.0	511.0	0.0	419.0	151.0	0.0	169.0	0.0	14.0	71.0	0.0	1404.0	208.0	0.0	239.0	1307.0	3206.0	75.0	2818.0	141.0	76.0	312.0	0.0	17.0	20.0	0.0	259.0	0.0	123.0	0.0	519.0	587.0	24.0	481.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']
Gasterosteidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae']
Cyprinidae	0.0	0.0	20.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	216.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	332.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	276.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	352.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae']
Salmonidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae']
Percidae	70.0	0.0	90.0	12.0	108.0	43.0	63.0	0.0	136.0	0.0	0.0	0.0	50.0	0.0	0.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	70.0	7.0	20.0	24.0	21.0	0.0	101.0	82.0	16.0	93.0	196.0	14.0	0.0	27.0	138.0	27.0	0.0	0.0	0.0	0.0	40.0	157.0	62.0	68.0	0.0	44.0	82.0	91.0	13.0	34.0	116.0	3.0	0.0	18.0	0.0	0.0	0.0	0.0	115.0	0.0	47.0	0.0	0.0	22.0	57.0	0.0	34.0	34.0	181.0	20.0	96.0	41.0	25.0	105.0	0.0	46.0	0.0	0.0	86.0	0.0	0.0	0.0	93.0	23.0	7.0	119.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']
Clupeocephala	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri']
unassigned	11486.0	10794.0	6715.0	14440.0	4107.0	4967.0	23432.0	13860.0	15810.0	5011.0	3285.0	61082.0	35651.0	37687.0	23405.0	25844.0	29014.0	29437.0	310.0	3437.0	1488.0	5336.0	56798.0	40710.0	11536.0	12139.0	22830.0	15192.0	21968.0	6800.0	3691.0	5984.0	3519.0	33541.0	36813.0	22057.0	25908.0	37477.0	15452.0	677.0	25919.0	695.0	4289.0	3362.0	71.0	4373.0	2615.0	20601.0	24.0	15154.0	35596.0	12449.0	0.0	20277.0	6921.0	1615.0	59579.0	18211.0	23938.0	27479.0	15186.0	8702.0	12988.0	24875.0	12531.0	726.0	4190.0	3929.0	39348.0	5542.0	5628.0	10435.0	6357.0	16047.0	18200.0	19355.0	29144.0	2638.0	43717.0	28680.0	15784.0	31490.0	3786.0	31149.0	10190.0	3541.0	105.0	5295.0	['k__unassigned', 'p__unassigned', 'c__unassigned', 'o__unassigned', 'f__unassigned', 'g__unassigned', 's__unassigned']
